No,store,address,phone,address2,경도,위도,상태
77,일산킨텍스현대백화점점,경기도 고양시 일산서구 대화동 2602 현대백화점킨텍스점 5F  ,031-822-3575,경기도 고양시 일산서구 대화동 2602 현대백화점킨텍스점 5F,126.751474109321,37.6679086334302,정좌표
78,창원상남동점,경남 창원시 성산구 중앙대로 104 마이우스오피스텔 123호 207호  ,055-211-0737,경상남도 창원시 성산구 중앙대로 104 마이우스오피스텔 123호 207호,128.680811197456,35.2234918621337,정좌표
79,청주지웰시티점,"충북 청주시 흥덕구 대농로 17 지웰시티몰 1층 124-1,125,126호  ",043-238-3151,"충청북도 청주시 흥덕구 대농로 17 지웰시티몰 1층 124-1,125,126호",127.424201730108,36.6445005678907,정좌표
80,무교CBTL점,서울 중구 세종대로 136 파이낸스빌딩 지하2층  ,070-4140-7003,서울특별시 중구 세종대로 136 파이낸스빌딩 지하2층,126.978256472265,37.5684236973432,정좌표
81,국기원사거리점,서울시 강남구 테헤란로 8길 42 1층  ,02-552-7106 ,서울특별시 강남구 테헤란로 8길 42 1층,127.032175146857,37.4961582901781,정좌표
82,무교점,"서울시 중구 태평로1 84호 SFC빌딩B1,1-4  ",02-753-2374,"서울특별시 중구 태평로1 84호 SFC빌딩B1,1-4",127.391330577636,36.3171722142814,정좌표
83,남대문점,서울시 중구 후암로110 581호 서울시티타워1층  ,02-777-4217,서울특별시 중구 후암로110 581호 서울시티타워1층,126.974048489678,37.554303444618,정좌표
84,올림픽플라자점,서울시 송파구 양재대로 1222 올림픽선수A 1층212~3호  ,02-402-3571,서울특별시 송파구 양재대로 1222 올림픽선수A 1층212~3호,127.132262982668,37.515680769801,정좌표
85,대학로마로니에점,"서울시 종로구 대학로 12길 62 지하1층,지상1,2층  ",02-742-3318,"서울특별시 종로구 대학로 12길 62 지하1층,지상1,2층",127.003704637195,37.5813989710336,정좌표
86,여의도역점,서울시 영등포구 의사당대로 108 아일렉스상가 1층 101호  ,02-784-5531,서울특별시 영등포구 의사당대로 108 아일렉스상가 1층 101호,126.923992331027,37.521015041316,정좌표
87,인사점,서울시 종로구 낙원동 272 오라카이스위츠 1층  ,02-6262-8100,서울특별시 종로구 낙원동 272 오라카이스위츠 1층,126.987308906976,37.5729974088411,정좌표
88,테헤란로비젼타워점,서울시 강남구 테헤란로 312 707-2번지1층  ,02-558-7101,서울특별시 강남구 테헤란로 312 707-2번지1층,127.045043361511,37.5029337708928,정좌표
89,서울대입구역점,"서울시 관악구 관악로 161 층일부 2,3층  ",02-882-3101,"서울특별시 관악구 관악로 161 층일부 2,3층",126.95218448711,37.4796080235533,정좌표
90,코엑스인터점,서울시 강남구 봉은사로 524 코엑스 인터컨티넨탈아케이드  ,02-569-3103,서울특별시 강남구 봉은사로 524 코엑스 인터컨티넨탈아케이드,127.057114084867,37.5129441608802,정좌표
91,뉴압구정점,서울시 강남구 논현로 167길 9 낙산프라자 1층  ,02-545-3181,서울특별시 강남구 논현로 167길 9 낙산프라자 1층,127.027426622336,37.524420550517,정좌표
92,디큐브시티점,서울시 구로구 경인로 662 디큐브시티 4층  ,02-2210-9484,서울특별시 구로구 경인로 662 디큐브시티 4층,126.888213650352,37.5081239144968,정좌표
93,삼청동점,서울시 종로구 삼청로 109  ,02-730-5177,서울특별시 종로구 삼청로 109,126.981774882318,37.5851342741129,정좌표
94,충무로극동빌딩점,서울시 중구 퇴계로 173 남산스퀘어 1층  ,02-2273-3181,서울특별시 중구 퇴계로 173 남산스퀘어 1층,126.99105893207,37.5618264672695,정좌표
95,현대자동차여의도점,서울시 영등포구 국제금융로 20 1층  ,02-783-3391,서울특별시 영등포구 국제금융로 20 1층,126.927296852199,37.5248867322232,정좌표
96,포스코사거리점,서울시 강남구 테헤란로 439  ,02-508-7522 ,서울특별시 강남구 테헤란로 439,127.055187160389,37.5068291374803,정좌표
97,선릉로93길점,서울시 강남구 선릉로93길 6(역삼동) 1층  ,02-552-3177,서울특별시 강남구 선릉로93길 6(역삼동) 1층,127.04789977893,37.5056859496249,정좌표
98,강남역먹자골목점,서울시 강남구 테헤란로1길 29 1층일부 및 2.3층  ,02-552-6311,서울특별시 강남구 테헤란로1길 29 1층일부 및 2.3층,127.027287864031,37.5001069774915,정좌표
99,삼성로점,"서울시 강남구 삼성로 551 1층,2층  ",02-552-9311 ,"서울특별시 강남구 삼성로 551 1층,2층",127.05415001098,37.510710081216,정좌표
100,선릉로86길점,서울시 강남구 선릉로86길 11  ,02-2051-8875,서울특별시 강남구 선릉로86길 11,127.050587148513,37.503404590073,정좌표
101,안국역점,"서울시 종로구 율곡로 47 1,2층  ",02-722-3356 ,"서울특별시 종로구 율곡로 47 1,2층",126.984586388974,37.5763359379244,정좌표
102,뉴교보타워옆점,"서울시 서초구 강남대로 449-3 알고코리아빌딩 1,2층  ",02-591-5177,"서울특별시 서초구 강남대로 449-3 알고코리아빌딩 1,2층",127.024882913173,37.5023609106001,정좌표
103,IFC MALL2호점,서울시 영등포구 국제금융로10 IFC B2층  ,02-6137-5054  ,서울특별시 영등포구 국제금융로10 IFC B2층,126.924876307992,37.5251769222148,정좌표
104,상암SBS미디어센터점,서울시 마포구 상암산로 82 SBS프리즘타워 1층  ,02-2039-9027 ,서울특별시 마포구 상암산로 82 SBS프리즘타워 1층,126.892773578356,37.5797154609033,정좌표
105,마리오아울렛점,서울시 금천구 디지털로9길 23 마리오-2관 패션타워3층  ,02-857-5501  ,서울특별시 금천구 디지털로9길 23 마리오-2관 패션타워3층,126.886477005838,37.4787205761734,정좌표
106,삼성금융플라자점,서울 강남구 테헤란로 419 삼성금융플라자1층  ,02-554-7591,서울특별시 강남구 테헤란로 419 삼성금융플라자1층,127.052180422247,37.5058701786087,정좌표
107,현대자동차남양연구소점,경기도 화성시 장덕동 현대연구소로150 현대자동차남양연구소 설계1동1F  ,031-357-8103 ,경기도 화성시 장덕동 현대연구소로150 현대자동차남양연구소 설계1동1F,126.90203117519,37.6987724256886,정좌표
108,이태원점,서울시 용산구 이태원로 189   ,02-794-3361,서울특별시 용산구 이태원로 189,126.994922855012,37.5348701565935,정좌표
109,뉴가로수길점,서울시 강남구 가로수길 83  ,02-544-7105,서울특별시 강남구 가로수길 83,127.022319084257,37.5235324489933,정좌표
110,서초뱅뱅사거리점,"서울시 서초구 강남대로 267 2,3층  ",02-523-8841 ,"서울특별시 서초구 강남대로 267 2,3층",127.032337237569,37.4871700283489,정좌표
111,현대자동차성내점,"서울시 강동구 천호대로 1096 1,2F  ",02-485-3361 ,"서울특별시 강동구 천호대로 1096 1,2F",127.13322900494,37.5351970918345,정좌표
112,수원인계점,경기도 수원시 팔달구 권광로 195 학산빌딩1층   ,031-233-5631,경기도 수원시 팔달구 권광로 195 학산빌딩1층,127.032685123269,37.2649469302803,정좌표
113,판교아브뉴프랑점,경기도 성남시 분당구 동판교로177번길 25  ,031-8016-8131,경기도 성남시 분당구 동판교로177번길 25,127.113562077843,37.3973210308099,정좌표
114,일산원마운트점,경기도 고양시 일산서구 한류월드로 300 원마운트스포츠몰 1층  ,031-961-6520,경기도 고양시 일산서구 한류월드로 300 원마운트스포츠몰 1층,126.754526495126,37.6645540407119,정좌표
115,남양연구소C1식당점,경기 화성시 장덕동 현대연구소로150 현대자동차남양연구소 C1구역식당1F  ,031-357-8172,경기도 화성시 장덕동 현대연구소로150 현대자동차남양연구소 C1구역식당1F,126.90203117519,37.6987724256886,정좌표
116,여의도교보증권카페점,서울시 영등포구 의사당대로 97 교보증권빌딩 2층  ,02-785-8845,서울특별시 영등포구 의사당대로 97 교보증권빌딩 2층,126.924586233201,37.5225165232988,정좌표
117,목동트라팰리스점,서울시 양천구 오목로 299 트라팰리스 이스턴에비뉴 1층  ,02-2643-7725,서울특별시 양천구 오목로 299 트라팰리스 이스턴에비뉴 1층,126.871156740687,37.5254292207945,정좌표
118,압구정현대아파트점,서울시 강남구 압구정로29길65 지하1층  ,02-518-3350,서울특별시 강남구 압구정로29길65 지하1층,127.027002952614,37.5318110419614,정좌표
119,역삼역4번출구점,서울시 강남구 테헤란로143 고운빌딩1층  ,02-508-1137,서울특별시 강남구 테헤란로143 고운빌딩1층,127.034898599569,37.5006205863929,정좌표
120,시청역7번출구점,서울시 중구 세종대로84 2층  ,02-754-8852,서울특별시 중구 세종대로84 2층,126.977179320115,37.5636631556404,정좌표
121,부평문화의거리점,"인천광역시 부평구 시장로29 1,2층  ",032-507-9901,"인천광역시 부평구 시장로29 1,2층",126.725615197669,37.4936732728416,정좌표
122,강남대로센터점,서울시 강남구 강남대로442 흥국화재빌딩 2층   ,02-565-3345,서울특별시 강남구 강남대로442 흥국화재빌딩 2층,127.026056469747,37.5020648416418,정좌표
123,구로G-ValleyMall,서울시 구로구 디지털로300 지밸리비즈플라자 2층  ,02-6344-3966,서울특별시 구로구 디지털로300 지밸리비즈플라자 2층,126.896538336268,37.4849264034815,정좌표
124,내방역7번출구유중아트점,서울시 서초구 방배로178 유중아트센터1층  ,02-592-8861,서울특별시 서초구 방배로178 유중아트센터1층,126.992842846351,37.4895433365524,정좌표
125,오리역애플플라자점,경기도 성남시 분당구 탄천상로151번길20 월드쇼핑 B동 1층  ,031-715-5638,경기도 성남시 분당구 탄천상로151번길20 월드쇼핑 B동 1층,127.106685859348,37.3416110413247,정좌표
126,도심공항점,서울시 강남구 테헤란로87길22 도심공항터미널 지하1층  ,02-551-6456 ,서울특별시 강남구 테헤란로87길22 도심공항터미널 지하1층,127.05944328574,37.5096324488702,정좌표
127,타임스퀘어점,서울시 영등포구 영중로15 타임스퀘어 1층  ,02-2635-8830,서울특별시 영등포구 영중로15 타임스퀘어 1층,126.904378385907,37.5168718599251,정좌표
128,차병원사거리점,서울시 강남구 봉은사로207 KJ타워1층  ,02-542-8813,서울특별시 강남구 봉은사로207 KJ타워1층,127.034662873275,37.5078407094537,정좌표
129,CBTL(커피빈)파르나스몰점,서울시 강남구 테헤란로521 파르나스몰 지하1층  ,02-538-2008 ,서울특별시 강남구 테헤란로521 파르나스몰 지하1층,127.0608071942,37.5091913556529,정좌표
130,광화문역1번출구점,서울시 종로구 새문안로5가길 7 1층 일부  ,02-723-3360,서울특별시 종로구 새문안로5가길 7 1층 일부,126.974038260547,37.5727708294215,정좌표
131,남양연구소PT동점,경기도 화성시 장덕동 현대연구소로150 현대자동차남양연구소 PT동 1층  ,031-355-1346,경기도 화성시 장덕동 현대연구소로150 현대자동차남양연구소 PT동 1층,126.90203117519,37.6987724256886,정좌표
132,현대프리미엄아울렛김포점,경기 김포시 고촌읍 전호리 654번지 현대프리미엄아울렛김포3층 618호  ,031-8048-2618,경기도 김포시 고촌읍 전호리 654번지 현대프리미엄아울렛김포3층 618호,126.785601632003,37.5993968359792,정좌표
133,여의도신영증권별관점,서울시 영등포구 국제금융로8길6 신영증권별관빌딩2층  ,02-782-1125,서울특별시 영등포구 국제금융로8길6 신영증권별관빌딩2층,126.929697585274,37.5218088772782,정좌표
134,이태원제일기획옆점,서울시 용산구 이태원로220(한남동) 1층  ,02-792-3560,서울특별시 용산구 이태원로220(한남동) 1층,126.998483631272,37.5348177308828,정좌표
135,강남역GT타워옆점,서울시 서초구 서초대로73길12 세계빌딩1층   ,02-592-0053,서울특별시 서초구 서초대로73길12 세계빌딩1층,127.025732252295,37.4985448168807,정좌표
136,광교아브뉴프랑점,"경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 1층 A122,123호   ",031-216-9308,"경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 1층 A122,123호",127.050495368487,37.2906635431337,정좌표
137,광장동대한제지점,서울시 광진구 아차산로563(광장동) 대한제지빌딩 로비층  ,02-458-8166,서울특별시 광진구 아차산로563(광장동) 대한제지빌딩 로비층,127.102930163025,37.5441340151473,정좌표
138,신천역점,서울시 송파구 올림픽로100 효창타워1층  ,02-417-8851,서울특별시 송파구 올림픽로100 효창타워1층,127.08168825632,37.5114158086053,정좌표
139,포항영일대점,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호  ,054-241-3372,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호,129.379657547041,36.0615414768566,정좌표
140,낙성대역점,"서울시 관악구 남부순환로1909 1,2층  ",02-875-3364,"서울특별시 관악구 남부순환로1909 1,2층",126.961606774184,37.4781121733392,정좌표
141,진주LH본사점,경상남도 진주시 충의로 19 LH진주사옥 홍보관1층  ,055-763-3520,경상남도 진주시 충의로 19 LH진주사옥 홍보관1층,128.14475823925,35.1790184757915,정좌표
142,인천공항탑승동130gate앞점,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-57  ,032-743-7213 ,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-57,126.449105797309,37.4575365974582,정좌표
143,인천공항탑승동105gate앞점,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68  ,032-743-7223,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68,126.449105797309,37.4575365974582,정좌표
144,경주미탐시티점,경상북도 경주시 엑스포로80(천군동)1층  ,054-777-5982,경상북도 경주시 엑스포로80(천군동)1층,129.289869035441,35.8345572839791,인근좌표
145,석촌호수점,서울시 송파구 석촌호수로 222 제이타워 1층  ,02-415-1235,서울특별시 송파구 석촌호수로 222 제이타워 1층,127.101553154162,37.5070689087952,정좌표
146,오목교역사거리점,"서울시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층  ",02-2653-8577 ,"서울특별시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층",126.876266495611,37.5241481901798,정좌표
147,을지로입구역점,"서울시 중구 남대문로10길 6 1,2층   ",02-752-3348,"서울특별시 중구 남대문로10길 6 1,2층",126.983250257788,37.5668818249642,정좌표
148,이천하이닉스점,경기 이천시 부발읍 하이닉스반도체  ,031-8094-7013,경기도 이천시 부발읍 하이닉스반도체,127.496852245741,37.2700664877128,인근좌표
